Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Tariq Abdul-Wahad,SG,27,TOT,24,12,18.4,2.3,6.1,0.374,0,0.1,0.5,2.3,6,0.372,0.378,1,1.4,0.727,1.7,1.8,3.5,1,0.8,0.4,1.1,2.3,5.6,abdulta01
1,Tariq Abdul-Wahad,SG,27,DEN,20,12,20.9,2.8,7.3,0.379,0.1,0.1,0.5,2.7,7.2,0.378,0.383,1.2,1.6,0.75,2,2,3.9,1.1,0.9,0.5,1.2,2.6,6.8,abdulta01
1,Tariq Abdul-Wahad,SG,27,DAL,4,0,6,0,0.5,0,0,0,,0,0.5,0,0,0,0.3,0,0.5,1,1.5,0.5,0.5,0.3,0.8,1.3,0,abdulta01
2,Shareef Abdur-Rahim,PF,25,ATL,77,77,38.7,7.8,16.8,0.461,0.3,0.9,0.3,7.5,15.9,0.47,0.469,5.4,6.8,0.801,2.6,6.5,9,3.1,1.3,1.1,3.2,2.8,21.2,abdursh01
3,Courtney Alexander,SG,24,WAS,56,28,23.7,4,8.5,0.47,0.1,0.3,0.278,3.9,8.1,0.478,0.476,1.8,2.2,0.81,0.8,1.9,2.6,1.5,0.6,0.1,1.1,2,9.8,alexaco02
4,Victor Alexander,C,32,DET,15,0,6.5,1.2,3.4,0.353,0,0.1,0,1.2,3.3,0.367,0.353,0.3,0.5,0.5,0.5,1.5,1.9,0.4,0,0.1,0.3,0.4,2.7,alexavi01
5,Malik Allen,PF,23,MIA,12,2,13.4,1.8,4.3,0.431,0,0.1,0,1.8,4.2,0.44,0.431,0.7,0.8,0.8,1.3,1.9,3.2,0.4,0.3,0.7,0.2,1.3,4.3,allenma01
6,Ray Allen*,SG,26,MIL,69,67,36.6,7.7,16.6,0.462,3.3,7.7,0.434,4.4,9,0.485,0.561,3.1,3.6,0.873,1.2,3.3,4.5,3.9,1.3,0.3,2.3,2.3,21.8,allenra02
7,Rafer Alston,PG,25,MIL,50,7,12,1.3,3.8,0.346,0.5,1.4,0.38,0.8,2.4,0.325,0.416,0.4,0.6,0.621,0.2,1.2,1.4,2.9,0.6,0,0.8,0.8,3.5,alstora01
8,John Amaechi,PF,31,UTA,54,0,10.9,1,3.1,0.325,0,0,,1,3.1,0.325,0.325,1.2,1.9,0.638,1,1.1,2,0.5,0.1,0.2,1,1.2,3.2,amaecjo01
9,Chris Andersen,C,23,DEN,24,1,10.9,1,3.1,0.338,0,0.2,0,1,2.9,0.357,0.338,0.9,1.2,0.786,1.6,1.6,3.2,0.3,0.3,1.2,0.5,1.5,3,anderch01
10,Derek Anderson,SG,27,POR,70,27,26.6,3.5,8.7,0.404,1.2,3.3,0.373,2.3,5.5,0.422,0.473,2.5,3,0.856,0.7,2,2.7,3.1,1,0.1,1.2,1.6,10.8,anderde01
11,Kenny Anderson,PG,31,BOS,76,76,32,4.1,9.4,0.436,0.1,0.4,0.273,4,9,0.444,0.442,1.3,1.7,0.742,0.8,2.9,3.6,5.3,1.9,0.1,1.6,2.8,9.6,anderke01
12,Nick Anderson,SG,34,MEM,15,0,14.6,1.4,5.1,0.276,0.9,3.2,0.271,0.5,1.9,0.286,0.362,0.3,0.6,0.556,0.1,2.1,2.2,0.9,0.4,0.4,0.9,1.1,4,anderni01
13,Shandon Anderson,SG,28,NYK,82,6,19.5,1.8,4.5,0.399,0.5,1.7,0.277,1.3,2.8,0.474,0.452,0.9,1.3,0.692,0.7,2.3,3,0.9,0.6,0.2,1.2,1.6,5,andersh01
14,Greg Anthony,PG,34,TOT,60,38,25.2,3.1,7.9,0.385,0.8,2.7,0.294,2.3,5.2,0.433,0.436,1,1.5,0.659,0.4,1.8,2.2,4.7,1.3,0.1,1.6,1.9,7.9,anthogr01
14,Greg Anthony,PG,34,CHI,36,35,26.7,3.1,8,0.394,0.8,2.5,0.322,2.3,5.5,0.426,0.444,1.3,1.9,0.671,0.4,2,2.4,5.6,1.4,0.1,1.6,2,8.4,anthogr01
14,Greg Anthony,PG,34,MIL,24,3,23,2.9,7.8,0.372,0.8,3,0.26,2.1,4.8,0.443,0.423,0.5,0.9,0.619,0.3,1.6,1.8,3.3,1.2,0,1.5,1.8,7.2,anthogr01
15,Gilbert Arenas,PG,20,GSW,47,30,24.6,3.7,8.2,0.453,0.8,2.4,0.345,2.9,5.8,0.498,0.504,2.6,3.4,0.775,0.9,1.9,2.8,3.7,1.5,0.2,2.1,2.4,10.9,arenagi01
16,Brandon Armstrong,SG,21,NJN,35,0,5.6,0.8,2.4,0.318,0.1,0.5,0.294,0.6,1.9,0.324,0.347,0.1,0.3,0.5,0.3,0.2,0.5,0.2,0.2,0,0.2,0.7,1.8,armstbr01
17,Darrell Armstrong,PG,33,ORL,82,79,33.3,4.2,10.1,0.419,1.7,4.9,0.349,2.5,5.2,0.484,0.503,2.2,2.5,0.888,1,2.9,3.9,5.5,1.9,0.1,2.1,2,12.4,armstda01
18,Carlos Arroyo,PG,22,TOT,37,1,10,1.3,3,0.441,0,0.1,0,1.3,2.9,0.45,0.441,0.4,0.5,0.722,0.3,0.8,1.1,1.9,0.3,0,0.6,0.8,3,arroyca01
18,Carlos Arroyo,PG,22,TOR,17,0,5.6,0.8,1.7,0.448,0,0,,0.8,1.7,0.448,0.448,0.2,0.4,0.667,0.2,0.5,0.7,1.2,0.4,0,0.7,0.7,1.8,arroyca01
18,Carlos Arroyo,PG,22,DEN,20,1,13.8,1.8,4.1,0.439,0,0.1,0,1.8,4,0.45,0.439,0.5,0.6,0.75,0.5,1,1.4,2.5,0.3,0.1,0.6,0.9,4.1,arroyca01
19,Chucky Atkins,PG,27,DET,79,62,28.9,4.7,10,0.466,1.7,4.3,0.411,2.9,5.7,0.507,0.553,1.1,1.5,0.692,0.4,1.6,2,3.3,0.9,0.1,1.6,2.2,12.1,atkinch01
20,Stacey Augmon,SG,33,CHH,77,3,17.1,1.8,4.3,0.427,0,0,0,1.8,4.2,0.431,0.427,1,1.3,0.762,0.8,2.2,2.9,1.3,0.7,0.2,0.7,1.5,4.6,augmost01
21,Isaac Austin,C,32,MEM,21,8,14.6,1.7,4.4,0.391,0,0.1,0,1.7,4.2,0.404,0.391,0.2,0.2,1,0.5,2.9,3.4,0.6,0.4,0.2,0.5,1.7,3.6,austiis01
22,William Avery,PG,22,MIN,28,0,9.2,0.9,3.2,0.289,0.2,1.3,0.171,0.7,2,0.364,0.322,0.5,0.7,0.684,0.1,0.7,0.9,1.3,0.3,0,0.7,0.6,2.5,averywi01
23,Dalibor Bagarić,C,21,CHI,50,0,12.8,1.4,3.6,0.404,0,0,0,1.4,3.5,0.407,0.404,0.8,1.4,0.586,1.1,2.1,3.2,0.5,0.3,0.5,0.9,2.2,3.7,bagarda01
24,Vin Baker,C,30,SEA,55,41,31.1,5.7,11.8,0.485,0,0.1,0.125,5.7,11.7,0.49,0.486,2.6,4.1,0.633,3.1,3.3,6.4,1.3,0.4,0.7,2.3,3.6,14.1,bakervi01
25,Erick Barkley,PG,23,POR,19,4,12,1.3,3.6,0.353,0.1,0.4,0.143,1.2,3.2,0.377,0.36,0.5,0.5,0.9,0.3,0.7,0.9,1.8,0.9,0.1,0.6,1.5,3.1,barkler01
26,Dana Barros,PG,34,DET,29,20,20.1,2.6,6.6,0.385,0.8,2.4,0.338,1.7,4.2,0.413,0.448,0.7,0.9,0.778,0,1.9,2,2.7,0.5,0.1,1.1,1.3,6.7,barroda01
27,Brent Barry,SG,30,SEA,81,81,37.5,5,9.8,0.508,2,4.8,0.424,2.9,5,0.588,0.611,2.4,2.9,0.846,0.7,4.7,5.4,5.3,1.8,0.5,2,2.2,14.4,barrybr01
28,Jon Barry,SG,32,DET,82,6,24.2,3.1,6.4,0.489,1.5,3.1,0.469,1.6,3.2,0.508,0.604,1.3,1.4,0.931,0.5,2.3,2.9,3.3,1.1,0.2,1.4,1.6,9,barryjo01
29,Mengke Bateer,C,26,DEN,27,10,15.1,2,4.9,0.402,0.1,0.4,0.333,1.8,4.4,0.408,0.417,1.1,1.4,0.784,1.2,2.4,3.6,0.8,0.4,0.2,1.2,3.5,5.1,bateeme01
30,Tony Battie,C,25,BOS,74,73,24.6,2.9,5.3,0.541,0,0,0,2.9,5.2,0.544,0.541,1.2,1.8,0.677,2.5,4,6.5,0.5,0.8,0.9,0.7,3,6.9,battito01
31,Shane Battier,SF,23,MEM,78,78,39.7,5.3,12.3,0.429,1.3,3.5,0.373,4,8.8,0.451,0.482,2.5,3.6,0.7,2.3,3.1,5.4,2.8,1.6,1,2,2.8,14.4,battish01
32,Charlie Bell,SG,22,TOT,7,0,6.3,0.4,1.6,0.273,0,0.9,0,0.4,0.7,0.6,0.273,0.3,0.3,1,0.3,0.4,0.7,0.3,0,0,0.7,0.4,1.1,bellch01
32,Charlie Bell,SG,22,PHO,5,0,8.4,0.6,2.2,0.273,0,1.2,0,0.6,1,0.6,0.273,0.4,0.4,1,0.4,0.4,0.8,0.4,0,0,1,0.6,1.6,bellch01
32,Charlie Bell,SG,22,DAL,2,0,1,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0,bellch01
33,Raja Bell,SG,25,PHI,74,12,12,1.4,3.2,0.429,0.2,0.6,0.273,1.2,2.6,0.464,0.454,0.5,0.6,0.75,0.4,1.1,1.5,1,0.3,0.1,0.6,1.5,3.4,bellra01
34,Jonathan Bender,SF,21,IND,78,17,21.1,2.5,5.9,0.43,0.6,1.6,0.36,2,4.3,0.457,0.479,1.8,2.3,0.773,0.8,2.3,3.1,0.8,0.2,0.6,1.2,1.9,7.4,bendejo01
35,Travis Best,PG,29,TOT,74,21,23.6,3.1,7,0.44,0.3,0.8,0.356,2.8,6.2,0.451,0.46,1.4,1.6,0.897,0.3,1.8,2,4.4,1.2,0.1,1.3,2.3,7.9,besttr01
35,Travis Best,PG,29,IND,44,3,21.7,2.6,6,0.439,0.3,0.8,0.382,2.3,5.2,0.448,0.464,1.3,1.5,0.877,0.2,1.4,1.6,4,1.3,0.1,1.3,2.3,6.9,besttr01
35,Travis Best,PG,29,CHI,30,18,26.4,3.7,8.5,0.441,0.3,0.8,0.32,3.5,7.6,0.454,0.457,1.6,1.7,0.922,0.3,2.4,2.7,5,1.1,0,1.3,2.4,9.3,besttr01
36,Mike Bibby,PG,23,SAC,80,80,33.2,5.6,12.3,0.453,0.6,1.7,0.37,4.9,10.6,0.466,0.479,1.9,2.4,0.803,0.5,2.3,2.8,5,1.1,0.2,1.7,1.7,13.7,bibbymi01
37,Chauncey Billups,PG,25,MIN,82,54,28.7,4.2,10,0.423,1.5,3.8,0.394,2.7,6.2,0.441,0.498,2.5,2.9,0.885,0.4,2.3,2.8,5.5,0.8,0.2,1.7,2.1,12.5,billuch01
38,Mookie Blaylock,PG,34,GSW,35,0,17.1,1.4,4.2,0.342,0.4,1.2,0.357,1,3,0.337,0.394,0.1,0.2,0.5,0.2,1.3,1.5,3.3,0.7,0.1,1.1,0.6,3.4,blaylmo01
39,Corie Blount,PF,33,PHI,72,21,19.8,1.6,3.5,0.458,0,0,0,1.6,3.5,0.46,0.458,0.4,0.6,0.644,2.1,3,5.1,0.6,0.7,0.4,0.7,2.4,3.6,blounco01
40,Mark Blount,C,26,BOS,44,0,9.4,0.7,1.7,0.421,0,0,,0.7,1.7,0.421,0.421,0.7,0.8,0.811,0.6,1.3,1.9,0.2,0.4,0.4,0.5,1.3,2.1,blounma01
41,Calvin Booth,C,25,SEA,15,15,18.6,2.3,5.5,0.427,0,0,,2.3,5.5,0.427,0.427,1.5,1.6,0.958,1.3,2.3,3.6,1.1,0.4,0.9,1.1,3.1,6.2,boothca01
42,Ruben Boumtje-Boumtje,C,23,POR,33,1,7.4,0.4,1,0.406,0,0,,0.4,1,0.406,0.406,0.4,0.8,0.52,0.6,1,1.7,0.1,0.1,0.5,0.4,1.2,1.2,boumtru01
43,Cal Bowdler,PF,24,ATL,52,0,11.3,1.2,3.3,0.351,0,0.1,0.2,1.2,3.3,0.355,0.353,0.8,0.9,0.83,0.7,1.4,2.1,0.2,0.3,0.3,0.2,1.2,3.1,bowdlca01
44,Bruce Bowen,SF,30,SAS,59,59,28.8,2.6,6.7,0.389,0.9,2.5,0.378,1.7,4.2,0.396,0.46,0.8,1.6,0.479,0.7,2,2.7,1.5,1.1,0.4,1.1,2,7,bowenbr01
45,Ryan Bowen,SF,26,DEN,75,21,22.5,2,4.1,0.479,0,0.2,0.083,1.9,3.9,0.495,0.48,0.9,1.2,0.75,1.8,2.2,4,0.7,1,0.5,0.5,2.3,4.9,bowenry01
46,Ira Bowman,SG,28,PHI,3,0,9.7,1.7,2.3,0.714,0,0.3,0,1.7,2,0.833,0.714,0,0,,0,0.3,0.3,0.3,0.7,0,0,1,3.3,bowmair01
47,Earl Boykins,PG,25,LAC,68,2,11.2,1.6,4,0.4,0.2,0.6,0.31,1.4,3.4,0.416,0.424,0.7,0.9,0.77,0.4,0.4,0.8,2.1,0.3,0,0.6,0.6,4.1,boykiea01
48,Michael Bradley,PF,22,TOR,26,0,4.5,0.5,1,0.52,0,0.1,0,0.5,0.9,0.565,0.52,0.2,0.3,0.5,0.3,0.7,0.9,0.1,0,0.2,0.2,0.4,1.2,bradlmi01
49,Shawn Bradley,C,29,DAL,53,16,14.3,1.5,3.1,0.479,0,0,0,1.5,3.1,0.481,0.479,1.1,1.2,0.922,1,2.3,3.3,0.4,0.5,1.2,0.5,2.4,4.1,bradlsh01
50,Elton Brand,PF,22,LAC,80,80,37.8,6.7,12.6,0.527,0,0,,6.7,12.6,0.527,0.527,4.9,6.6,0.742,5,6.6,11.6,2.4,1,2,2.2,3.2,18.2,brandel01
51,Terrell Brandon,PG,31,MIN,32,28,30.1,4.8,11.4,0.425,0.1,0.7,0.174,4.7,10.7,0.442,0.43,2.6,2.6,0.988,0.5,2.4,2.9,8.3,1.6,0.2,1.3,1.5,12.4,brandte01
52,Jamison Brewer,SG,21,IND,13,0,3.3,0.2,0.4,0.4,0,0.1,0,0.2,0.3,0.5,0.4,0,0,,0.2,0.5,0.6,0.7,0.2,0,0.2,0.2,0.3,breweja01
53,Primož Brezec,C,22,IND,22,4,7.3,0.6,1.3,0.483,0,0,,0.6,1.3,0.483,0.483,0.7,1.1,0.6,0.7,0.5,1.3,0.3,0,0.3,0.3,1.3,2,brezepr01
54,Chucky Brown,SF,33,SAC,18,0,5.1,0.6,1.5,0.37,0,0,,0.6,1.5,0.37,0.37,0.1,0.1,0.5,0.6,1.3,1.8,0.3,0.1,0.2,0.3,0.7,1.2,brownch01
55,Damone Brown,SF,22,PHI,17,0,3.9,0.5,1.2,0.381,0,0.1,0,0.5,1.2,0.4,0.381,0.4,0.5,0.875,0.1,0.1,0.2,0.1,0.1,0.1,0.5,0.6,1.4,brownda02
56,Dee Brown,PG,33,ORL,7,0,9.3,0.4,2.9,0.15,0.1,1.7,0.083,0.3,1.1,0.25,0.175,0,0,,0,1.3,1.3,0.3,0.4,0.1,0.6,0.6,1,brownde01
57,Ernest Brown,C,22,MIA,3,0,7,0.3,2,0.167,0,0,,0.3,2,0.167,0.167,0.3,1.3,0.25,0.3,1.7,2,0,0,0.3,1,1.3,1,browner01
58,Kedrick Brown,SF,20,BOS,29,5,8.4,0.8,2.4,0.329,0.2,0.9,0.185,0.6,1.5,0.419,0.364,0.4,0.7,0.6,0.4,1.3,1.7,0.5,0.6,0.2,0.2,0.6,2.2,brownke01
59,Kwame Brown,PF,19,WAS,57,3,14.3,1.6,4.3,0.387,0,0,0,1.6,4.2,0.388,0.387,1.2,1.7,0.707,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1.8,4.5,brownkw01
60,P.J. Brown,C,32,CHH,80,80,32,3.1,6.6,0.474,0,0,,3.1,6.6,0.474,0.474,2.1,2.5,0.858,3.4,6.4,9.8,1.3,0.7,1,1.1,2.8,8.4,brownpj01
61,Randy Brown,PG,33,BOS,1,0,6,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,2,0,1,0,1,0,brownra02
62,Tierre Brown,SG,22,HOU,40,1,10.1,1.2,2.9,0.426,0.1,0.3,0.333,1.1,2.6,0.437,0.443,0.5,0.7,0.75,0.3,0.8,1.1,1.8,0.5,0.1,1,0.7,3.1,brownti01
63,Rick Brunson,PG,29,POR,59,2,8.8,0.8,1.9,0.398,0.1,0.2,0.545,0.7,1.7,0.382,0.425,0.5,0.7,0.707,0.4,0.8,1.2,1.9,0.4,0,0.8,0.9,2.1,brunsri01
64,Kobe Bryant*,SG,23,LAL,80,80,38.3,9.4,20,0.469,0.4,1.7,0.25,9,18.3,0.489,0.479,6.1,7.4,0.829,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,bryanko01
65,Mark Bryant,PF,36,SAS,30,3,6.9,0.8,1.8,0.455,0,0,,0.8,1.8,0.455,0.455,0.2,0.3,0.75,0.8,0.6,1.5,0.3,0.2,0.1,0.2,1.3,1.9,bryanma01
66,Greg Buckner,SG,25,DAL,44,16,20.1,2.4,4.5,0.525,0.1,0.4,0.313,2.3,4.1,0.544,0.538,0.9,1.3,0.69,1.5,2.4,3.9,1.1,0.7,0.4,0.6,2.8,5.8,buckngr01
67,Jud Buechler,SF,33,TOT,66,2,10.4,0.7,1.8,0.373,0.3,0.9,0.35,0.3,0.9,0.397,0.462,0,0.1,0.5,0.4,1.3,1.8,0.5,0.3,0.1,0.2,0.8,1.7,buechju01
67,Jud Buechler,SF,33,PHO,6,0,9,0.3,1,0.333,0.3,1,0.333,0,0,,0.5,0,0,,0.3,1,1.3,0.5,0.2,0,0.2,1.2,1,buechju01
67,Jud Buechler,SF,33,ORL,60,2,10.5,0.7,1.9,0.375,0.3,0.9,0.352,0.4,1,0.397,0.46,0,0.1,0.5,0.5,1.4,1.8,0.5,0.3,0.1,0.2,0.8,1.8,buechju01
68,Rodney Buford,SG,24,MEM,63,21,28.1,4.1,9.4,0.435,0.3,1.1,0.243,3.8,8.3,0.461,0.449,0.9,1.3,0.725,0.8,3.5,4.3,1.1,0.7,0.2,1,1.7,9.4,buforro01
69,Matt Bullard,PF,34,CHH,31,0,11.3,1.3,3.7,0.339,0.5,1.8,0.281,0.7,1.9,0.397,0.409,0.4,0.4,0.917,0.3,1.2,1.5,0.5,0.1,0.1,0.4,0.9,3.4,bullama01
70,Mitchell Butler,SG,31,POR,11,0,8.2,0.9,2.1,0.435,0.1,0.3,0.333,0.8,1.8,0.45,0.457,0.7,1.1,0.667,0.5,0.7,1.3,0.5,0,0.1,0.5,0.9,2.6,butlemi02
71,Jason Caffey,PF,28,MIL,23,0,12.3,1.6,3.1,0.5,0,0,0,1.6,3.1,0.507,0.5,1.2,1.9,0.628,1,1.1,2.2,0.5,0.2,0.2,0.8,1.7,4.3,caffeja01
72,Marcus Camby,C,27,NYK,29,29,34.7,4.5,10,0.448,0,0,0,4.5,10,0.45,0.448,2.1,3.4,0.626,3.1,8,11.1,1.1,1.2,1.7,1.4,3.7,11.1,cambyma01
73,Elden Campbell,PF,33,CHH,77,74,28,5,10.3,0.484,0,0,0,5,10.3,0.485,0.484,4,5,0.797,1.7,5.2,6.9,1.3,0.8,1.8,1.8,3.4,13.9,campbel01
74,Brian Cardinal,PF,24,DET,8,0,5.4,0.8,1.6,0.462,0.4,0.9,0.429,0.4,0.8,0.5,0.577,0.3,0.3,1,0.3,0.5,0.8,0.3,0.1,0,0,0.6,2.1,cardibr01
75,Anthony Carter,PG,26,MIA,46,18,22.8,1.9,5.7,0.342,0,0.4,0.053,1.9,5.2,0.365,0.344,0.4,0.8,0.528,0.4,2.1,2.5,4.7,1.1,0.1,1.6,1.8,4.3,cartean01
76,Vince Carter,SG,25,TOR,60,60,39.8,9.3,21.8,0.428,2,5.2,0.387,7.3,16.6,0.441,0.474,4.1,5.1,0.798,2.3,2.9,5.2,4,1.6,0.7,2.6,3.2,24.7,cartevi01
77,Sam Cassell,PG,32,MIL,74,73,35.2,7.5,16.2,0.463,1,2.8,0.348,6.5,13.4,0.486,0.492,3.8,4.4,0.86,0.7,3.5,4.2,6.7,1.2,0.2,2.4,2.8,19.7,cassesa01
78,Kelvin Cato,C,27,HOU,75,73,25.6,2.5,4.3,0.583,0,0,0,2.5,4.3,0.585,0.583,1.5,2.6,0.582,2.3,4.7,7,0.4,0.5,1.3,0.7,2.8,6.6,catoke01
79,Tyson Chandler,C,19,CHI,71,31,19.6,2.1,4.3,0.497,0,0,,2.1,4.3,0.497,0.497,1.9,3.1,0.604,1.6,3.2,4.8,0.8,0.4,1.3,1.4,2.5,6.1,chandty01
80,Calbert Cheaney,SG,30,DEN,68,47,24,3.3,6.9,0.481,0,0.1,0,3.3,6.8,0.485,0.481,0.7,1,0.687,0.8,2.7,3.5,1.6,0.5,0.3,1,2.3,7.3,cheanca01
81,Chris Childs,PG,34,TOR,69,4,22.8,1.4,4.3,0.328,0.5,1.7,0.275,0.9,2.6,0.364,0.383,0.8,1,0.817,0.3,2,2.2,5.1,0.8,0.1,1.8,2.6,4.1,childch01
82,Doug Christie,SG,31,SAC,81,81,34.5,4.2,9.1,0.46,1.1,3.2,0.352,3.1,5.9,0.518,0.521,2.5,3,0.851,0.9,3.7,4.6,4.2,2,0.3,2,2.6,12,chrisdo01
83,Keon Clark,C,26,TOR,81,31,27,4.7,9.6,0.49,0,0.1,0,4.7,9.5,0.494,0.49,1.9,2.8,0.674,2.2,5.2,7.4,1.1,0.7,1.5,1.7,3.2,11.3,clarkke01
84,Speedy Claxton,PG,23,PHI,67,18,22.8,2.7,6.7,0.4,0.1,0.5,0.121,2.6,6.3,0.422,0.405,1.7,2,0.838,0.7,1.7,2.4,3,1.4,0.1,1.4,2.2,7.2,claxtsp01
85,Mateen Cleaves,PG,24,SAC,32,0,4.8,0.9,2.1,0.441,0.1,0.3,0.25,0.9,1.9,0.467,0.456,0.3,0.3,0.889,0,0.2,0.3,0.8,0.2,0,0.8,0.3,2.2,cleavma01
86,Derrick Coleman,PF,34,PHI,58,58,35.9,5.7,12.7,0.45,0.5,1.4,0.337,5.2,11.2,0.465,0.469,3.2,3.9,0.815,2.9,5.9,8.8,1.7,0.7,0.9,2.1,2.7,15.1,colemde01
87,Bimbo Coles,PG,33,CLE,47,1,14.7,1.2,3.1,0.384,0.1,0.4,0.2,1.1,2.7,0.413,0.397,0.7,0.8,0.892,0.3,0.9,1.2,2.3,0.3,0.1,0.7,1.3,3.2,colesbi01
88,Jason Collier,C,24,HOU,25,2,14.6,1.6,3.8,0.432,0,0,0,1.6,3.8,0.436,0.432,1,1.3,0.75,1.2,2,3.3,0.4,0.2,0.2,0.5,1.6,4.2,collija02
89,Jarron Collins,C,23,UTA,70,68,20.6,2.3,4.9,0.461,0,0,0,2.3,4.9,0.462,0.461,1.9,2.6,0.74,2,2.3,4.2,0.8,0.4,0.3,0.8,3.3,6.4,collija03
90,Jason Collins,C,23,NJN,77,9,18.3,1.5,3.6,0.421,0,0,0.5,1.5,3.6,0.42,0.423,1.5,2.1,0.701,1.7,2.2,3.9,1.1,0.4,0.6,0.9,2.2,4.5,collija04
91,Chris Crawford,PF,26,ATL,7,4,18.7,3,6.4,0.467,0,0.1,0,3,6.3,0.477,0.467,1.6,2.1,0.733,1.3,2.3,3.6,0.7,0.3,0.7,1.4,3,7.6,crawfch01
92,Jamal Crawford,PG,21,CHI,23,6,20.9,3.9,8.1,0.476,1.1,2.5,0.448,2.7,5.6,0.488,0.545,0.4,0.6,0.769,0.2,1.3,1.5,2.4,0.8,0.2,1.4,0.8,9.3,crawfja01
93,Joe Crispin,PG,22,TOT,21,0,7.4,1.2,3.2,0.382,0.7,1.9,0.385,0.5,1.4,0.379,0.493,0.6,0.6,0.923,0.1,0.4,0.5,1.2,0.2,0,0.5,0.5,3.8,crispjo01
93,Joe Crispin,PG,22,LAL,6,0,4.5,0.5,2,0.25,0,0.7,0,0.5,1.3,0.375,0.25,0.7,0.8,0.8,0,0.2,0.2,0.3,0.2,0,0.2,0.3,1.7,crispjo01
93,Joe Crispin,PG,22,PHO,15,0,8.6,1.5,3.7,0.411,1,2.3,0.429,0.5,1.4,0.381,0.545,0.5,0.5,1,0.1,0.5,0.7,1.6,0.3,0,0.6,0.5,4.6,crispjo01
94,Austin Croshere,PF,26,IND,76,1,16.9,2.4,5.9,0.413,0.6,1.9,0.338,1.8,4,0.449,0.468,1.3,1.5,0.851,1,2.9,3.9,1,0.3,0.4,0.9,1.4,6.8,croshau01
95,John Crotty,PG,32,UTA,41,0,19.6,2.4,5.1,0.471,0.8,1.7,0.449,1.6,3.4,0.482,0.546,1.4,1.6,0.864,0.4,1.4,1.8,3.4,0.5,0,1.2,1.9,6.9,crottjo01
96,Vonteego Cummings,PG,25,PHI,58,1,8.6,1.3,3.2,0.417,0.2,0.8,0.261,1.1,2.4,0.468,0.449,0.4,0.6,0.75,0.2,0.7,0.9,1,0.3,0.1,0.6,0.9,3.3,cummivo01
97,Dell Curry,SG,37,TOR,56,4,15.8,2.5,6.2,0.406,0.8,2.3,0.344,1.7,3.9,0.444,0.471,0.6,0.7,0.892,0.4,1,1.4,1.1,0.4,0.1,0.7,0.9,6.4,curryde01
98,Eddy Curry,C,19,CHI,72,31,16,2.6,5.2,0.501,0,0,,2.6,5.2,0.501,0.501,1.5,2.2,0.656,1.5,2.2,3.8,0.3,0.2,0.7,1,2.4,6.7,curryed01
99,Michael Curry,SG,33,DET,82,75,23.3,1.5,3.4,0.453,0.1,0.3,0.269,1.4,3,0.472,0.466,0.9,1.1,0.791,0.2,1.9,2,1.5,0.6,0.1,0.7,2.5,4,currymi01
100,Samuel Dalembert,C,20,PHI,34,0,5.2,0.6,1.5,0.44,0,0,,0.6,1.5,0.44,0.44,0.2,0.5,0.389,0.7,1.3,2,0.1,0.2,0.4,0.4,0.9,1.5,dalemsa01
101,Erick Dampier,C,26,GSW,73,46,23.8,2.9,6.6,0.435,0,0,,2.9,6.6,0.435,0.435,1.9,2.9,0.645,2.3,3,5.3,1.2,0.2,2.3,2.1,3.2,7.6,dampier01
102,Antonio Daniels,SG,26,SAS,82,13,26.5,3.3,7.5,0.44,0.7,2.4,0.291,2.6,5.1,0.51,0.486,1.9,2.6,0.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,9.2,daniean01
103,Antonio Davis,PF,33,TOR,77,77,38.7,5.3,12.5,0.426,0,0,0,5.3,12.5,0.426,0.426,3.8,4.6,0.818,3.3,6.3,9.6,2,0.7,1.1,2.1,2.9,14.5,davisan01
104,Baron Davis,PG,22,CHH,82,82,40.5,6.8,16.4,0.417,2.1,5.8,0.356,4.7,10.5,0.451,0.48,2.4,4.1,0.58,1.1,3.1,4.3,8.5,2.1,0.6,3,2.9,18.1,davisba01
105,Dale Davis,C,32,POR,78,77,31.4,3.8,7.4,0.51,0,0,,3.8,7.4,0.51,0.51,1.9,2.7,0.708,3.4,5.5,8.8,1.2,0.8,1.1,0.8,2.5,9.5,davisda01
106,Emanual Davis,PG,33,ATL,28,20,27.6,2.5,7.1,0.354,1,3,0.341,1.5,4,0.363,0.427,0.6,0.6,0.889,0.7,2,2.6,2.4,1,0.2,1.9,2.4,6.6,davisem01
107,Hubert Davis,SG,31,WAS,51,17,24.1,2.9,6.4,0.448,1.1,2.5,0.452,1.7,3.9,0.445,0.535,0.3,0.4,0.762,0.1,1.4,1.5,2.1,0.5,0.1,0.9,1.1,7.2,davishu01
108,Ricky Davis,SF,22,CLE,82,8,23.8,4.6,9.5,0.481,0.1,0.4,0.314,4.5,9.1,0.489,0.488,2.4,3,0.79,0.8,2.2,3,2.2,0.8,0.3,1.8,1.8,11.7,davisri01
